Tract,Assigned To:,Request Type,Cluster Group,Population,Median Income,Per Capita,Under Poverty,Caucasians,Latinos,African Americans,Others,High School Graduates,Bachelors Degree,Graduate or PhD Degree,US Citizens by Birth,US Citizens via Naturalization,Non US Citizens,Unemployed Veterns,Unemployed Non-Veterns,Employed Veterns,Employed Non-Veterns,Veterns Labor Force,Non-Veterns Labor Force,High School Enrollment,Undergraduate Enrollment,Graduate or PhD Enrollment
902,Health and Public Safety,Vehicle (Abandoned/Non-Operational),1,6733,2646,2155,10,5186,1145,613,45,35,10,40,6010,243,263,0,284,0,1123,0,1407,4,6617,58
600,Public Services,Streetlight/Lamp,1,5195,20582,13268,1777,290,38,4574,0,1036,309,66,5063,23,76,0,279,0,731,0,1010,317,205,67
200,Health and Public Safety,Vehicle (Abandoned/Non-Operational),5,6671,7174,11678,3568,5009,679,1081,50,612,163,325,6202,170,209,0,219,0,2251,0,2470,138,4252,582
806,Health and Public Safety,Vehicle (Abandoned/Non-Operational),1,2414,17448,19195,978,1583,206,231,15,158,212,533,1760,164,464,0,85,8,889,8,974,26,700,588
200,Public Services,Residential Rental Maintenance,5,6671,7174,11678,3568,5009,679,1081,50,612,163,325,6202,170,209,0,219,0,2251,0,2470,138,4252,582
1202,Neighborhood,General Code Issue,3,7309,33838,39611,624,5478,839,862,67,1215,1438,1110,6478,349,167,0,70,50,1829,50,1899,83,522,404
302,Public Services,Other,1,2343,24292,25223,471,1599,432,390,59,508,261,153,2137,142,31,0,129,8,575,8,704,30,208,111
1516,Neighborhood,Trash/Debris (Private Property),1,2134,14117,14493,1160,1175,233,392,13,263,284,190,1705,151,230,0,45,7,939,7,984,39,808,317
1516,Public Services,Other,1,2134,14117,14493,1160,1175,233,392,13,263,284,190,1705,151,230,0,45,7,939,7,984,39,808,317
1604,Neighborhood,Trash/Debris (Public Property),4,8129,18544,20622,3088,6731,1059,660,60,523,844,963,6820,429,744,42,68,22,4132,64,4200,59,3679,581
1202,Public Services,Other,3,7309,33838,39611,624,5478,839,862,67,1215,1438,1110,6478,349,167,0,70,50,1829,50,1899,83,522,404
1604,Public Services,Road Repair,4,8129,18544,20622,3088,6731,1059,660,60,523,844,963,6820,429,744,42,68,22,4132,64,4200,59,3679,581
301,Neighborhood,Trash/Debris (Private Property),3,4355,20845,19201,1310,2160,334,1822,27,517,826,375,3980,162,88,0,152,0,1727,0,1879,34,917,351
301,Neighborhood,Trash/Debris (Private Property),3,4355,20845,19201,1310,2160,334,1822,27,517,826,375,3980,162,88,0,152,0,1727,0,1879,34,917,351
200,Public Services,Traffic/Pedestrian Signal,5,6671,7174,11678,3568,5009,679,1081,50,612,163,325,6202,170,209,0,219,0,2251,0,2470,138,4252,582
301,Health and Public Safety,Vehicle (Abandoned/Non-Operational),3,4355,20845,19201,1310,2160,334,1822,27,517,826,375,3980,162,88,0,152,0,1727,0,1879,34,917,351
301,Public Services,Street Sign,3,4355,20845,19201,1310,2160,334,1822,27,517,826,375,3980,162,88,0,152,0,1727,0,1879,34,917,351
1517,Health and Public Safety,Vehicle (Abandoned/Non-Operational),1,4969,17613,15437,2220,3585,686,440,107,199,926,506,3531,293,706,22,81,33,1919,55,2000,0,1450,850
1202,Public Services,Other,3,7309,33838,39611,624,5478,839,862,67,1215,1438,1110,6478,349,167,0,70,50,1829,50,1899,83,522,404
1100,Health and Public Safety,Mosquito Control,3,7143,40000,39743,618,5867,550,649,22,657,1303,1876,6073,555,300,0,0,0,817,0,817,346,317,268
301,Public Services,Right-of-Way Maintenance,3,4355,20845,19201,1310,2160,334,1822,27,517,826,375,3980,162,88,0,152,0,1727,0,1879,34,917,351
200,Public Services,Road Repair,5,6671,7174,11678,3568,5009,679,1081,50,612,163,325,6202,170,209,0,219,0,2251,0,2470,138,4252,582
302,Public Services,Other,1,2343,24292,25223,471,1599,432,390,59,508,261,153,2137,142,31,0,129,8,575,8,704,30,208,111
200,Neighborhood,Building (Abandoned/Damaged),5,6671,7174,11678,3568,5009,679,1081,50,612,163,325,6202,170,209,0,219,0,2251,0,2470,138,4252,582
1202,Public Services,Street Sign,3,7309,33838,39611,624,5478,839,862,67,1215,1438,1110,6478,349,167,0,70,50,1829,50,1899,83,522,404
1203,Public Services,Other,1,3542,33315,28551,796,2377,205,687,18,374,536,679,3219,147,138,0,0,10,1065,10,1065,126,307,180
1803,Neighborhood,Building (Abandoned/Damaged),1,5457,28901,30587,621,3693,353,1168,39,1011,773,551,4756,418,144,0,187,0,846,0,1033,89,462,16
200,Public Services,Other,5,6671,7174,11678,3568,5009,679,1081,50,612,163,325,6202,170,209,0,219,0,2251,0,2470,138,4252,582
301,Public Services,Street Sign,3,4355,20845,19201,1310,2160,334,1822,27,517,826,375,3980,162,88,0,152,0,1727,0,1879,34,917,351
809,Public Services,Other,1,1231,24085,24212,303,773,132,245,16,200,246,205,970,49,155,0,34,0,273,0,307,21,125,178
1203,Neighborhood,Trash/Debris (Private Property),1,3542,33315,28551,796,2377,205,687,18,374,536,679,3219,147,138,0,0,10,1065,10,1065,126,307,180
500,Public Services,Right-of-Way Maintenance,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
500,Neighborhood,General Code Issue,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
500,Public Services,Street Sign,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
1100,Neighborhood,Trash/Debris (Private Property),3,7143,40000,39743,618,5867,550,649,22,657,1303,1876,6073,555,300,0,0,0,817,0,817,346,317,268
302,Public Services,Other,1,2343,24292,25223,471,1599,432,390,59,508,261,153,2137,142,31,0,129,8,575,8,704,30,208,111
301,Public Services,Right-of-Way Maintenance,3,4355,20845,19201,1310,2160,334,1822,27,517,826,375,3980,162,88,0,152,0,1727,0,1879,34,917,351
500,Public Services,Street Sign,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
1604,Public Services,Right-of-Way Maintenance,4,8129,18544,20622,3088,6731,1059,660,60,523,844,963,6820,429,744,42,68,22,4132,64,4200,59,3679,581
600,Public Services,Street Sign,1,5195,20582,13268,1777,290,38,4574,0,1036,309,66,5063,23,76,0,279,0,731,0,1010,317,205,67
1000,Neighborhood,General Code Issue,2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
1000,Public Services,Other,2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
1803,Neighborhood,Trash/Debris (Private Property),1,5457,28901,30587,621,3693,353,1168,39,1011,773,551,4756,418,144,0,187,0,846,0,1033,89,462,16
809,Public Services,Other,1,1231,24085,24212,303,773,132,245,16,200,246,205,970,49,155,0,34,0,273,0,307,21,125,178
1517,Public Services,Streetlight/Lamp,1,4969,17613,15437,2220,3585,686,440,107,199,926,506,3531,293,706,22,81,33,1919,55,2000,0,1450,850
200,Public Services,Streetlight/Lamp,5,6671,7174,11678,3568,5009,679,1081,50,612,163,325,6202,170,209,0,219,0,2251,0,2470,138,4252,582
301,Health and Public Safety,Vehicle (Abandoned/Non-Operational),3,4355,20845,19201,1310,2160,334,1822,27,517,826,375,3980,162,88,0,152,0,1727,0,1879,34,917,351
200,Public Services,Road Repair,5,6671,7174,11678,3568,5009,679,1081,50,612,163,325,6202,170,209,0,219,0,2251,0,2470,138,4252,582
200,Public Services,Residential Rental Maintenance,5,6671,7174,11678,3568,5009,679,1081,50,612,163,325,6202,170,209,0,219,0,2251,0,2470,138,4252,582
200,Transportation,Parking in Yard (Other Than Driveway),5,6671,7174,11678,3568,5009,679,1081,50,612,163,325,6202,170,209,0,219,0,2251,0,2470,138,4252,582
301,Neighborhood,Tree/Limbs (Public Property),3,4355,20845,19201,1310,2160,334,1822,27,517,826,375,3980,162,88,0,152,0,1727,0,1879,34,917,351
1604,Health and Public Safety,Vehicle (Abandoned/Non-Operational),4,8129,18544,20622,3088,6731,1059,660,60,523,844,963,6820,429,744,42,68,22,4132,64,4200,59,3679,581
1203,Health and Public Safety,Vehicle (Abandoned/Non-Operational),1,3542,33315,28551,796,2377,205,687,18,374,536,679,3219,147,138,0,0,10,1065,10,1065,126,307,180
1203,Health and Public Safety,Vehicle (Abandoned/Non-Operational),1,3542,33315,28551,796,2377,205,687,18,374,536,679,3219,147,138,0,0,10,1065,10,1065,126,307,180
600,Neighborhood,Building (Abandoned/Damaged),1,5195,20582,13268,1777,290,38,4574,0,1036,309,66,5063,23,76,0,279,0,731,0,1010,317,205,67
500,Neighborhood,Trash/Debris (Private Property),6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
1000,Public Services,Sidewalk Repair,2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
600,Neighborhood,Trash/Debris (Private Property),1,5195,20582,13268,1777,290,38,4574,0,1036,309,66,5063,23,76,0,279,0,731,0,1010,317,205,67
1000,Transportation,Parking in Yard (Other Than Driveway),2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
1000,Neighborhood,Tree/Limbs (Private Property),2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
302,Health and Public Safety,Vehicle (Abandoned/Non-Operational),1,2343,24292,25223,471,1599,432,390,59,508,261,153,2137,142,31,0,129,8,575,8,704,30,208,111
200,Public Services,Right-of-Way Maintenance,5,6671,7174,11678,3568,5009,679,1081,50,612,163,325,6202,170,209,0,219,0,2251,0,2470,138,4252,582
500,Public Services,Sidewalk Repair,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
500,Neighborhood,General Code Issue,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
301,Neighborhood,Trash/Debris (Private Property),3,4355,20845,19201,1310,2160,334,1822,27,517,826,375,3980,162,88,0,152,0,1727,0,1879,34,917,351
200,Public Services,Traffic/Pedestrian Signal,5,6671,7174,11678,3568,5009,679,1081,50,612,163,325,6202,170,209,0,219,0,2251,0,2470,138,4252,582
200,Public Services,Street Sign,5,6671,7174,11678,3568,5009,679,1081,50,612,163,325,6202,170,209,0,219,0,2251,0,2470,138,4252,582
1203,Health and Public Safety,Graffiti,1,3542,33315,28551,796,2377,205,687,18,374,536,679,3219,147,138,0,0,10,1065,10,1065,126,307,180
1203,Health and Public Safety,Graffiti,1,3542,33315,28551,796,2377,205,687,18,374,536,679,3219,147,138,0,0,10,1065,10,1065,126,307,180
1202,Neighborhood,Grass (Overgrown),3,7309,33838,39611,624,5478,839,862,67,1215,1438,1110,6478,349,167,0,70,50,1829,50,1899,83,522,404
1517,Public Services,Other,1,4969,17613,15437,2220,3585,686,440,107,199,926,506,3531,293,706,22,81,33,1919,55,2000,0,1450,850
1203,Neighborhood,General Code Issue,1,3542,33315,28551,796,2377,205,687,18,374,536,679,3219,147,138,0,0,10,1065,10,1065,126,307,180
400,Neighborhood,General Code Issue,3,6655,23015,18756,1776,2389,518,3364,0,1169,709,449,6285,171,161,0,140,120,953,120,1093,303,401,273
1202,Health and Public Safety,Vehicle (Abandoned/Non-Operational),3,7309,33838,39611,624,5478,839,862,67,1215,1438,1110,6478,349,167,0,70,50,1829,50,1899,83,522,404
301,Neighborhood,Tree/Limbs (Public Property),3,4355,20845,19201,1310,2160,334,1822,27,517,826,375,3980,162,88,0,152,0,1727,0,1879,34,917,351
200,Neighborhood,Trash/Debris (Private Property),5,6671,7174,11678,3568,5009,679,1081,50,612,163,325,6202,170,209,0,219,0,2251,0,2470,138,4252,582
1520,Public Services,Other,1,2281,11997,10068,1458,1515,446,454,7,281,273,87,1609,111,522,0,35,0,606,0,641,0,1126,279
200,Neighborhood,Grass (Overgrown),5,6671,7174,11678,3568,5009,679,1081,50,612,163,325,6202,170,209,0,219,0,2251,0,2470,138,4252,582
200,Neighborhood,Grass (Overgrown),5,6671,7174,11678,3568,5009,679,1081,50,612,163,325,6202,170,209,0,219,0,2251,0,2470,138,4252,582
200,Public Services,Street Sweeping,5,6671,7174,11678,3568,5009,679,1081,50,612,163,325,6202,170,209,0,219,0,2251,0,2470,138,4252,582
1604,Neighborhood,General Code Issue,4,8129,18544,20622,3088,6731,1059,660,60,523,844,963,6820,429,744,42,68,22,4132,64,4200,59,3679,581
500,Public Services,Flooding,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
1604,Neighborhood,General Code Issue,4,8129,18544,20622,3088,6731,1059,660,60,523,844,963,6820,429,744,42,68,22,4132,64,4200,59,3679,581
301,Public Services,Other,3,4355,20845,19201,1310,2160,334,1822,27,517,826,375,3980,162,88,0,152,0,1727,0,1879,34,917,351
200,Public Services,Other,5,6671,7174,11678,3568,5009,679,1081,50,612,163,325,6202,170,209,0,219,0,2251,0,2470,138,4252,582
1201,Neighborhood,Grass (Overgrown),1,3421,32714,32910,234,2441,460,480,72,474,538,563,2824,359,71,0,41,15,557,15,598,226,238,88
1603,Neighborhood,Tree/Limbs (Public Property),1,1467,17042,24036,427,1099,149,255,0,159,228,231,1257,91,97,0,26,14,536,14,562,6,405,190
1000,Public Services,Streetlight/Lamp,2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
500,Public Services,Streetlight/Lamp,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
1100,Health and Public Safety,Vehicle (Abandoned/Non-Operational),3,7143,40000,39743,618,5867,550,649,22,657,1303,1876,6073,555,300,0,0,0,817,0,817,346,317,268
301,Public Services,Street Sign,3,4355,20845,19201,1310,2160,334,1822,27,517,826,375,3980,162,88,0,152,0,1727,0,1879,34,917,351
1000,Neighborhood,General Code Issue,2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
1000,Neighborhood,General Code Issue,2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
500,Neighborhood,Trash/Debris (Private Property),6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
200,Neighborhood,Building (Abandoned/Damaged),5,6671,7174,11678,3568,5009,679,1081,50,612,163,325,6202,170,209,0,219,0,2251,0,2470,138,4252,582
1202,Neighborhood,Grass (Overgrown),3,7309,33838,39611,624,5478,839,862,67,1215,1438,1110,6478,349,167,0,70,50,1829,50,1899,83,522,404
1202,Neighborhood,Tree/Limbs (Private Property),3,7309,33838,39611,624,5478,839,862,67,1215,1438,1110,6478,349,167,0,70,50,1829,50,1899,83,522,404
500,Neighborhood,Building (Abandoned/Damaged),6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
1000,Public Services,Streetlight/Lamp,2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
1000,Public Services,Other,2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
1202,Neighborhood,Building (Abandoned/Damaged),3,7309,33838,39611,624,5478,839,862,67,1215,1438,1110,6478,349,167,0,70,50,1829,50,1899,83,522,404
1000,Public Services,Streetlight/Lamp,2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
200,Health and Public Safety,Vehicle (Abandoned/Non-Operational),5,6671,7174,11678,3568,5009,679,1081,50,612,163,325,6202,170,209,0,219,0,2251,0,2470,138,4252,582
200,Health and Public Safety,Vehicle (Abandoned/Non-Operational),5,6671,7174,11678,3568,5009,679,1081,50,612,163,325,6202,170,209,0,219,0,2251,0,2470,138,4252,582
1100,Health and Public Safety,Vehicle (Abandoned/Non-Operational),3,7143,40000,39743,618,5867,550,649,22,657,1303,1876,6073,555,300,0,0,0,817,0,817,346,317,268
200,Health and Public Safety,Vehicle (Abandoned/Non-Operational),5,6671,7174,11678,3568,5009,679,1081,50,612,163,325,6202,170,209,0,219,0,2251,0,2470,138,4252,582
301,Public Services,Right-of-Way Maintenance,3,4355,20845,19201,1310,2160,334,1822,27,517,826,375,3980,162,88,0,152,0,1727,0,1879,34,917,351
600,Neighborhood,Trash/Debris (Public Property),1,5195,20582,13268,1777,290,38,4574,0,1036,309,66,5063,23,76,0,279,0,731,0,1010,317,205,67
200,Neighborhood,Trash/Debris (Public Property),5,6671,7174,11678,3568,5009,679,1081,50,612,163,325,6202,170,209,0,219,0,2251,0,2470,138,4252,582
200,Public Services,Road Repair,5,6671,7174,11678,3568,5009,679,1081,50,612,163,325,6202,170,209,0,219,0,2251,0,2470,138,4252,582
500,Public Services,Other,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
500,Neighborhood,Trash/Debris (Public Property),6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
600,Health and Public Safety,Vehicle (Abandoned/Non-Operational),1,5195,20582,13268,1777,290,38,4574,0,1036,309,66,5063,23,76,0,279,0,731,0,1010,317,205,67
500,Public Services,Other,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
1000,Public Services,Streetlight/Lamp,2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
1000,Neighborhood,Trash/Debris (Private Property),2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
1803,Public Services,Right-of-Way Maintenance,1,5457,28901,30587,621,3693,353,1168,39,1011,773,551,4756,418,144,0,187,0,846,0,1033,89,462,16
1517,Neighborhood,General Code Issue,1,4969,17613,15437,2220,3585,686,440,107,199,926,506,3531,293,706,22,81,33,1919,55,2000,0,1450,850
1603,Neighborhood,Trash/Debris (Private Property),1,1467,17042,24036,427,1099,149,255,0,159,228,231,1257,91,97,0,26,14,536,14,562,6,405,190
500,Public Services,Other,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
1517,Health and Public Safety,Mosquito Control,1,4969,17613,15437,2220,3585,686,440,107,199,926,506,3531,293,706,22,81,33,1919,55,2000,0,1450,850
1100,Health and Public Safety,Vehicle (Abandoned/Non-Operational),3,7143,40000,39743,618,5867,550,649,22,657,1303,1876,6073,555,300,0,0,0,817,0,817,346,317,268
1100,Public Services,Right-of-Way Maintenance,3,7143,40000,39743,618,5867,550,649,22,657,1303,1876,6073,555,300,0,0,0,817,0,817,346,317,268
1000,Transportation,Parking in Yard (Other Than Driveway),2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
1000,Neighborhood,Trash/Debris (Private Property),2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
1100,Neighborhood,Trash/Debris (Private Property),3,7143,40000,39743,618,5867,550,649,22,657,1303,1876,6073,555,300,0,0,0,817,0,817,346,317,268
1202,Health and Public Safety,Vehicle (Abandoned/Non-Operational),3,7309,33838,39611,624,5478,839,862,67,1215,1438,1110,6478,349,167,0,70,50,1829,50,1899,83,522,404
302,Neighborhood,Trash/Debris (Private Property),1,2343,24292,25223,471,1599,432,390,59,508,261,153,2137,142,31,0,129,8,575,8,704,30,208,111
200,Public Services,Street Sign,5,6671,7174,11678,3568,5009,679,1081,50,612,163,325,6202,170,209,0,219,0,2251,0,2470,138,4252,582
1203,Health and Public Safety,Vehicle (Abandoned/Non-Operational),1,3542,33315,28551,796,2377,205,687,18,374,536,679,3219,147,138,0,0,10,1065,10,1065,126,307,180
1100,Public Services,Other,3,7143,40000,39743,618,5867,550,649,22,657,1303,1876,6073,555,300,0,0,0,817,0,817,346,317,268
500,Public Services,Street Sign,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
1604,Health and Public Safety,Vehicle (Abandoned/Non-Operational),4,8129,18544,20622,3088,6731,1059,660,60,523,844,963,6820,429,744,42,68,22,4132,64,4200,59,3679,581
1100,Public Services,Residential Rental Maintenance,3,7143,40000,39743,618,5867,550,649,22,657,1303,1876,6073,555,300,0,0,0,817,0,817,346,317,268
1000,Public Services,Other,2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
1100,Public Services,Right-of-Way Maintenance,3,7143,40000,39743,618,5867,550,649,22,657,1303,1876,6073,555,300,0,0,0,817,0,817,346,317,268
1517,Health and Public Safety,Vehicle (Abandoned/Non-Operational),1,4969,17613,15437,2220,3585,686,440,107,199,926,506,3531,293,706,22,81,33,1919,55,2000,0,1450,850
500,Public Services,Street Sign,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
1100,Health and Public Safety,Vehicle (Abandoned/Non-Operational),3,7143,40000,39743,618,5867,550,649,22,657,1303,1876,6073,555,300,0,0,0,817,0,817,346,317,268
600,Neighborhood,Tree/Limbs (Public Property),1,5195,20582,13268,1777,290,38,4574,0,1036,309,66,5063,23,76,0,279,0,731,0,1010,317,205,67
400,Public Services,Other,3,6655,23015,18756,1776,2389,518,3364,0,1169,709,449,6285,171,161,0,140,120,953,120,1093,303,401,273
400,Public Services,Other,3,6655,23015,18756,1776,2389,518,3364,0,1169,709,449,6285,171,161,0,140,120,953,120,1093,303,401,273
1202,Public Services,Other,3,7309,33838,39611,624,5478,839,862,67,1215,1438,1110,6478,349,167,0,70,50,1829,50,1899,83,522,404
200,Public Services,Street Sign,5,6671,7174,11678,3568,5009,679,1081,50,612,163,325,6202,170,209,0,219,0,2251,0,2470,138,4252,582
