Address,Census Code,Geo ID,Tract,Population,Median Income,Per Capita,Under Poverty,Employed
201 FL-24,120010002005002,12001000200,000200,6671,7174,282,11678,6534
1504 NE 8TH ST,120010005003002,12001000500,000500,5171,24516,872,30253,4560
4003 NW 65TH AVE,120010018034011,12001001803,001803,5457,28901,1280,30587,4622
8620 NW 13 ST GAINESVILLE FL,120010018032002,12001001803,001803,5457,28901,1280,30587,4622
3396-3520 SW 35TH PL,120010015151011,12001001515,001515,5207,16140,378,14940,4993
1639 NW 11TH RD,120010010001018,12001001000,001000,5596,16646,783,37463,5223
524 SW 26TH PL,120010008083004,12001000808,000808,3305,19755,460,19644,2930
2509 NE 11TH PL,120010006001011,12001000600,000600,5195,20582,987,13268,3835
517 SE 2ND PL,120010005001068,12001000500,000500,5171,24516,872,30253,4560
2298 NW 21ST AVE,120010011003013,12001001100,001100,7143,40000,1752,39743,5676
DELTA TAU DELTA,NA,NA,NA,NA,NA,NA,NA,NA
8223 NW 53 STREET,NA,NA,NA,NA,NA,NA,NA,NA
"3135 SW 42ND ST
GAINESVILLE FL 32608
UNITED STATES",120010015171000,12001001517,001517,4969,17613,455,15437,4546
5801 NW 23RD TER,120010018033019,12001001803,001803,5457,28901,1280,30587,4622
NE 9TH ST AND NE 4TH AVE,120010005004021,12001000500,000500,5171,24516,872,30253,4560
2001 SW 16TH ST,120010008091006,12001000809,000809,1231,24085,125,24212,1159
1201-1209 NE 4 ST,120010005003013,12001000500,000500,5171,24516,872,30253,4560
5410 NW 54TH LN,120010018114000,12001001811,001811,6890,38813,1697,46540,5761
3501 NE 12TH ST,120010004004000,12001000400,000400,6655,23015,1246,18756,4711
4438 NW 34TH DRIVE,120010012011000,12001001201,001201,3421,32714,964,32910,2912
48TH BLVD,NA,NA,NA,NA,NA,NA,NA,NA
VOLTA COFFEE,NA,NA,NA,NA,NA,NA,NA,NA
410 NW 19TH ST,120010010004037,12001001000,001000,5596,16646,783,37463,5223
2635 SW 35TH PL,120010015162000,12001001516,001516,2134,14117,217,14493,1988
2822 NE 13TH DR GAINESVILLE FL,120010004004023,12001000400,000400,6655,23015,1246,18756,4711
2400 SW 13TH ST,120010008091023,12001000809,000809,1231,24085,125,24212,1159
220 SE 13TH AVE,120010007002049,12001000700,000700,6395,19240,1305,19984,5284
3016 NW 22ND ST,120010011003000,12001001100,001100,7143,40000,1752,39743,5676
NW 57TH PL & NW 29TH ST,NA,NA,NA,NA,NA,NA,NA,NA
411 NW 8TH AVE (GPD),120010022081000,12001002208,002208,2797,42721,756,48157,2347
6TH STREET RAIL-TRAIL,NA,NA,NA,NA,NA,NA,NA,NA
"807 NW 16TH AVE
GAINESVILLE FL 32601
UNITED STATES",120010003012008,12001000301,000301,4355,20845,615,19201,3871
709 NW 22ND ST,120010010004026,12001001000,001000,5596,16646,783,37463,5223
NORTHEAST 10TH STREET,NA,NA,NA,NA,NA,NA,NA,NA
WEST NEWBERRY ROAD AND I-75 SOUTH,NA,NA,NA,NA,NA,NA,NA,NA
900 NW 18TH ST,120010010001015,12001001000,001000,5596,16646,783,37463,5223
325 NORTHWEST 30 ST,120010010002030,12001001000,001000,5596,16646,783,37463,5223
1912 NW 5TH AVE,120010010004026,12001001000,001000,5596,16646,783,37463,5223
3415 NW 13TH AVENUE,120010017021010,12001001702,001702,5622,38289,1352,40794,4560
2001 NW 21ST ST,120010011003021,12001001100,001100,7143,40000,1752,39743,5676
2264 15TH AVE,120010010005000,12001001000,001000,5596,16646,783,37463,5223
2725 NW 44TH PL,120010012021018,12001001202,001202,7309,33838,1572,39611,6253
922 NW 7TH AVE,120010002003001,12001000200,000200,6671,7174,282,11678,6534
1105 A SW 5TH AVENUE,120010002006006,12001000200,000200,6671,7174,282,11678,6534
8127 NW 54TH ST,120010018131004,12001001813,001813,3584,51856,1037,41584,2735
307 NW 14TH ST,120010010003020,12001001000,001000,5596,16646,783,37463,5223
1236 SOUTHWEST 1 AVENUE,120010002005000,12001000200,000200,6671,7174,282,11678,6534
2337 SW ARCHER RD,120010015142000,12001001514,001514,1561,22958,158,26330,1481
900 NE 7TH TERRACE,120010005004005,12001000500,000500,5171,24516,872,30253,4560
8620 NW 13TH ST UNIT 48,120010018032002,12001001803,001803,5457,28901,1280,30587,4622
418 SE 7TH ST GAINESVILLE 32601 UNITED STATES,120010005001076,12001000500,000500,5171,24516,872,30253,4560
614-626 SE 2ND PL,120010005001041,12001000500,000500,5171,24516,872,30253,4560
1505 NW 7TH PL,120010010004011,12001001000,001000,5596,16646,783,37463,5223
800-922 SE 20 ST,120010007003015,12001000700,000700,6395,19240,1305,19984,5284
201 NE 8TH ST,120010005004025,12001000500,000500,5171,24516,872,30253,4560
1106 NW 31ST AVE,120010003023016,12001000302,000302,2343,24292,414,25223,1967
1507 NW 7TH AVE,120010010004012,12001001000,001000,5596,16646,783,37463,5223
4005 SW 26TH DR APT D,120010015162004,12001001516,001516,2134,14117,217,14493,1988
1108-1114 NORTHWEST 36TH DRIVE,120010017021007,12001001702,001702,5622,38289,1352,40794,4560
19 NW 22ND DR,120010010004033,12001001000,001000,5596,16646,783,37463,5223
555 NW 31ST AVE,120010003021006,12001000302,000302,2343,24292,414,25223,1967
3835 NW 17TH ST,120010012031025,12001001203,001203,3542,33315,673,28551,2975
321 NW 8TH ST,120010002001025,12001000200,000200,6671,7174,282,11678,6534
1101 NW 39TH AVE,120010003023000,12001000302,000302,2343,24292,414,25223,1967
SOUTHWEST 23RD TERRACE,NA,NA,NA,NA,NA,NA,NA,NA
4418 SW 20TH LANE,120010015211011,12001001521,001521,4229,17670,527,16308,3882
699 SOUTHEAST DEPOT AVENUE,120010005001111,12001000500,000500,5171,24516,872,30253,4560
605 NW 8TH AVE,120010022081000,12001002208,002208,2797,42721,756,48157,2347
701 NW 22ND ST,120010010004026,12001001000,001000,5596,16646,783,37463,5223
530-550 NORTHWEST 57 STREET,120010016041026,12001001604,001604,8129,18544,918,20622,7700
400 SE 9TH STREET,120010005001073,12001000500,000500,5171,24516,872,30253,4560
SE 2ND PLACE,NA,NA,NA,NA,NA,NA,NA,NA
3100-3198 NW 9TH TERRACE,120010003023036,12001000302,000302,2343,24292,414,25223,1967
318 NW 24TH ST GAINESVILLE FL,120010010002001,12001001000,001000,5596,16646,783,37463,5223
384,NA,NA,NA,NA,NA,NA,NA,NA
5107 NORTHWEST 28TH TERRACE,120010012021000,12001001202,001202,7309,33838,1572,39611,6253
528 NW 2ND ST,120010002001009,12001000200,000200,6671,7174,282,11678,6534
1106 NW 31ST AVE,120010003023016,12001000302,000302,2343,24292,414,25223,1967
1325 NW 2ND ST,120010003012021,12001000301,000301,4355,20845,615,19201,3871
1001 SOUTHWEST 16TH AVENUE,120010008082004,12001000808,000808,3305,19755,460,19644,2930
2004 NW 40TH TER,120010017021000,12001001702,001702,5622,38289,1352,40794,4560
21 E UNIVERSITY AVE,120010005001048,12001000500,000500,5171,24516,872,30253,4560
2218 NW 1ST AVE,120010010004034,12001001000,001000,5596,16646,783,37463,5223
500-530 NE 3RD ST,120010005005021,12001000500,000500,5171,24516,872,30253,4560
2337 SW ARCHER RD,120010015142000,12001001514,001514,1561,22958,158,26330,1481
3364–3398 NW 8TH AVE,120010010005010,12001001000,001000,5596,16646,783,37463,5223
2911 NW 45 AVE,120010012021001,12001001202,001202,7309,33838,1572,39611,6253
2903-2911 NE 10TH ST,120010004004013,12001000400,000400,6655,23015,1246,18756,4711
2601-2757 NW 23RD BLVD,120010012032000,12001001203,001203,3542,33315,673,28551,2975
415-C NW 39 RD,120010016031008,12001001603,001603,1467,17042,213,24036,1311
3035 NE 28TH AVE,120010007004026,12001000700,000700,6395,19240,1305,19984,5284
301-399 NW 3 ST,NA,NA,NA,NA,NA,NA,NA,NA
527 NORTHWEST 35TH TERRACE,120010016031005,12001001603,001603,1467,17042,213,24036,1311
800 NW 19TH AVE,120010003011025,12001000301,000301,4355,20845,615,19201,3871
302 N MAIN ST,120010005001014,12001000500,000500,5171,24516,872,30253,4560
3224 NW 17TH STREET,120010012031040,12001001203,001203,3542,33315,673,28551,2975
1208 NW 16TH AVE,120010003011026,12001000301,000301,4355,20845,615,19201,3871
503 NE 4TH AVE,120010005005030,12001000500,000500,5171,24516,872,30253,4560
2207 NORTHWEST 22ND AVENUE,120010012022001,12001001202,001202,7309,33838,1572,39611,6253
5126-5198 NORTHWEST 43RD STREET,120010018112000,12001001811,001811,6890,38813,1697,46540,5761
4204 NORTHEAST 19 TH ST,NA,NA,NA,NA,NA,NA,NA,NA
1105 NW 14TH AVENUE,120010003012012,12001000301,000301,4355,20845,615,19201,3871
510 NORTHEAST WALDO ROAD,120010005001035,12001000500,000500,5171,24516,872,30253,4560
3080-3102 OLD ARCHER RD,120010015151013,12001001515,001515,5207,16140,378,14940,4993
436 SE 13TH STREET,120010007001023,12001000700,000700,6395,19240,1305,19984,5284
4715 NW 41ST STREET,120010012011012,12001001201,001201,3421,32714,964,32910,2912
728-798 NORTHWEST 20TH AVENUE,120010003011023,12001000301,000301,4355,20845,615,19201,3871
4033 NW 33 AVE,120010011001011,12001001100,001100,7143,40000,1752,39743,5676
2046 NW 35TH AVE,120010012031043,12001001203,001203,3542,33315,673,28551,2975
2601 NW 23RD BLVD APT 246,120010012032000,12001001203,001203,3542,33315,673,28551,2975
4017 SW 22ND ROAD,120010015211000,12001001521,001521,4229,17670,527,16308,3882
300-398 NW 12TH ST,120010002003014,12001000200,000200,6671,7174,282,11678,6534
2227 NW 3RD PL,120010010004032,12001001000,001000,5596,16646,783,37463,5223
1010-1012 NW 43RD AVE,120010003022012,12001000302,000302,2343,24292,414,25223,1967
4062 PLAZA BLVD,NA,NA,NA,NA,NA,NA,NA,NA
2377-2467 SW 43 ST,120010015211000,12001001521,001521,4229,17670,527,16308,3882
815 NE STATE RD 24,120010005003050,12001000500,000500,5171,24516,872,30253,4560
5400 NW 2ND AVE,120010016041017,12001001604,001604,8129,18544,918,20622,7700
1900 NW 39TH TER,120010017021003,12001001702,001702,5622,38289,1352,40794,4560
105 SW 3RD STREET,120010005001062,12001000500,000500,5171,24516,872,30253,4560
1208-1298 NORTHEAST 3RD AVENUE,120010006002007,12001000600,000600,5195,20582,987,13268,3835
499 SOUTHWEST 1ST STREET,120010005001089,12001000500,000500,5171,24516,872,30253,4560
1600 SOUTHWEST 13TH STREET,120010008091007,12001000809,000809,1231,24085,125,24212,1159
2900-3290 S MAIN ST,120010008083001,12001000808,000808,3305,19755,460,19644,2930
3045 SW 34TH ST,120010015151013,12001001515,001515,5207,16140,378,14940,4993
1237 SW 2ND AVE,120010002005002,12001000200,000200,6671,7174,282,11678,6534
E UNIVERSITY AVE AT E 1ST ST,120010005001049,12001000500,000500,5171,24516,872,30253,4560
400 SW 5TH ST,120010002002015,12001000200,000200,6671,7174,282,11678,6534
909 NW 6TH ST,120010022071007,12001002207,002207,3635,45482,1012,44465,2983
3827 NW 26TH ST,120010012022008,12001001202,001202,7309,33838,1572,39611,6253
618 NW 1ST ST,120010005001004,12001000500,000500,5171,24516,872,30253,4560
500-524 NORTHEAST 9TH STREET,120010005004007,12001000500,000500,5171,24516,872,30253,4560
1024 NE 14TH ST,120010005002011,12001000500,000500,5171,24516,872,30253,4560
409 SW 2ND AVE,120010002002002,12001000200,000200,6671,7174,282,11678,6534
1514 NE 19TH LANE GAINESVILLE FL,120010004002005,12001000400,000400,6655,23015,1246,18756,4711
8620 NW 13TH ST,120010018032002,12001001803,001803,5457,28901,1280,30587,4622
3026 NW 6TH STREET,120010003023033,12001000302,000302,2343,24292,414,25223,1967
108 NW 30 ST,120010010002012,12001001000,001000,5596,16646,783,37463,5223
752 NW 22ND ST,120010010004009,12001001000,001000,5596,16646,783,37463,5223
2300 BLOCK OF SOUTH MAIN ST,NA,NA,NA,NA,NA,NA,NA,NA
1040 NE 9 AVE,120010005002030,12001000500,000500,5171,24516,872,30253,4560
NORTH MAIN ST AND NW 14TH AVE,120010003012022,12001000301,000301,4355,20845,615,19201,3871
1486-1490 NORTHEAST 15TH STREET,120010005002002,12001000500,000500,5171,24516,872,30253,4560
GAINESVILLE 32601,NA,NA,NA,NA,NA,NA,NA,NA
2206 NW 4TH PLACE,120010010004032,12001001000,001000,5596,16646,783,37463,5223
1003 NE 22ND ST,120010006001018,12001000600,000600,5195,20582,987,13268,3835
SW 24TH AVE & SW 75TH ST,NA,NA,NA,NA,NA,NA,NA,NA
427 NW 5TH AVE,120010002001013,12001000200,000200,6671,7174,282,11678,6534
308 NE 8TH AVE,120010005003052,12001000500,000500,5171,24516,872,30253,4560
1300 NE 2 ST,120010003012000,12001000301,000301,4355,20845,615,19201,3871
2701 SW 31ST TERRACE,120010015151005,12001001515,001515,5207,16140,378,14940,4993
800 NE 7TH STREET,120010005003036,12001000500,000500,5171,24516,872,30253,4560
2508 SW 35TH PL,120010015153000,12001001515,001515,5207,16140,378,14940,4993
2134 FL-20,120010003011012,12001000301,000301,4355,20845,615,19201,3871
NORTHWEST 16TH AVENUE,NA,NA,NA,NA,NA,NA,NA,NA
425 NE 9TH ST,120010005004016,12001000500,000500,5171,24516,872,30253,4560
3962 SW 5TH PL,120010016042023,12001001604,001604,8129,18544,918,20622,7700
1751 NORTHWEST 6TH AVENUE,120010010004020,12001001000,001000,5596,16646,783,37463,5223
5320 NW 2ND AVE,120010016041017,12001001604,001604,8129,18544,918,20622,7700
415 NW 19TH STREET,120010010003003,12001001000,001000,5596,16646,783,37463,5223
1412 NW 3RD AVE,120010010003015,12001001000,001000,5596,16646,783,37463,5223
WILLISTON ROAD AT 34TH STREET,120011108001017,12001110800,110800,1853,34643,386,41135,1692
112 SW 1ST AVE,120010005001061,12001000500,000500,5171,24516,872,30253,4560
16 TH AND WILLISTON ROAD,NA,NA,NA,NA,NA,NA,NA,NA
12 SOUTHEAST 1ST STREET,120010005001048,12001000500,000500,5171,24516,872,30253,4560
NORTHWEST 43RD STREET,NA,NA,NA,NA,NA,NA,NA,NA
501-525 NE 2ND AVE,120010005001026,12001000500,000500,5171,24516,872,30253,4560
1420 NORTHWEST 2ND STREET,120010003012019,12001000301,000301,4355,20845,615,19201,3871
1636 NW 6TH AVE,120010010004012,12001001000,001000,5596,16646,783,37463,5223
2010 SW 11 TER,120010008082003,12001000808,000808,3305,19755,460,19644,2930
"3045 SW 34TH ST - SUIT 10
GAINESVILLE FL 32608
UNITED STATES",120010015151013,12001001515,001515,5207,16140,378,14940,4993
1226 NE 19 PL,120010004002015,12001000400,000400,6655,23015,1246,18756,4711
8620 NW 13 ST #81,120010018032002,12001001803,001803,5457,28901,1280,30587,4622
1925–2219 NW 43RD ST,120010017021000,12001001702,001702,5622,38289,1352,40794,4560
8 NW 24TH ST,120010010002001,12001001000,001000,5596,16646,783,37463,5223
3898 NORTHWEST 34TH STREET,120010011001000,12001001100,001100,7143,40000,1752,39743,5676
631–773 NW 98TH ST,120010022043016,12001002204,002204,11308,41581,2960,39366,8593
"1714 SW 34TH ST
GAINESVILLE FL 32607
UNITED STATES",120010015201007,12001001520,001520,2281,11997,151,10068,2238
4321 NW 12TH PL,120010017022022,12001001702,001702,5622,38289,1352,40794,4560
452 NW 37 PL,120010003021006,12001000302,000302,2343,24292,414,25223,1967
4110-4198 SW 5TH AVE,120010016042008,12001001604,001604,8129,18544,918,20622,7700
417 NORTHWEST 7TH AVENUE,120010002001006,12001000200,000200,6671,7174,282,11678,6534
2377-2399 SW 2ND AVE,120010009011000,12001000901,000901,4855,3003,138,3506,4704
527 NE 12TH CT,120010005004000,12001000500,000500,5171,24516,872,30253,4560
4000 NW 21ST STREET,120010012025018,12001001202,001202,7309,33838,1572,39611,6253
3719 NE 14TH ST,120010004004000,12001000400,000400,6655,23015,1246,18756,4711
3400 NW 42ND TERRACE,120010011001011,12001001100,001100,7143,40000,1752,39743,5676
307 SW 16TH AVE,120010008082000,12001000808,000808,3305,19755,460,19644,2930
1729 NW 3 PL,120010010003006,12001001000,001000,5596,16646,783,37463,5223
2703 NE 11TH ST,120010004004027,12001000400,000400,6655,23015,1246,18756,4711
404 NW 19TH ST,120010010004037,12001001000,001000,5596,16646,783,37463,5223
1904 NW 36TH DR,120010011002016,12001001100,001100,7143,40000,1752,39743,5676
718 SW 16 AVE APT#105,120010008061003,12001000806,000806,2414,17448,263,19195,2268
744 NW 6TH ST,120010002001003,12001000200,000200,6671,7174,282,11678,6534
427 NW 3RD AVE,120010002001023,12001000200,000200,6671,7174,282,11678,6534
3700 SOUTHWEST WILLISTON ROAD,120010015191019,12001001519,001519,2877,10892,225,12055,2801
4340 NW 27TH TERR,120010012021000,12001001202,001202,7309,33838,1572,39611,6253
121 NW 28TH TER,120010010002002,12001001000,001000,5596,16646,783,37463,5223
2911 NE 10TH ST,120010004004013,12001000400,000400,6655,23015,1246,18756,4711
1736 NW 1ST AVE,120010010003028,12001001000,001000,5596,16646,783,37463,5223
626 NORTHWEST 4TH STREET,120010002001006,12001000200,000200,6671,7174,282,11678,6534
3000 NW 54TH AVE,120010018031006,12001001803,001803,5457,28901,1280,30587,4622
2101 N MAIN ST,120010004003007,12001000400,000400,6655,23015,1246,18756,4711
400 NE 9TH ST,120010005004021,12001000500,000500,5171,24516,872,30253,4560
3527 SW 20TH AVE,120010015212005,12001001521,001521,4229,17670,527,16308,3882
630 NE 7TH STREET,120010005005014,12001000500,000500,5171,24516,872,30253,4560
1120 NORTHEAST 5TH AVENUE,120010005004000,12001000500,000500,5171,24516,872,30253,4560
1126 NORTHWEST 16TH AVENUE,120010003011025,12001000301,000301,4355,20845,615,19201,3871
213 NW 20TH TER,120010010004040,12001001000,001000,5596,16646,783,37463,5223
1189 N MAIN ST,120010003012023,12001000301,000301,4355,20845,615,19201,3871
3422 NW 17TH ST,120010012031040,12001001203,001203,3542,33315,673,28551,2975
702 NW 12TH AVE,120010003012029,12001000301,000301,4355,20845,615,19201,3871
2711 NW 29TH PLACE,120010011004001,12001001100,001100,7143,40000,1752,39743,5676
NW 27TH ST AND  NW 31ST AVE,120010012022011,12001001202,001202,7309,33838,1572,39611,6253
1710 NW 7TH PLACE,120010010004004,12001001000,001000,5596,16646,783,37463,5223
7631 NW 20TH DR,120010019082015,12001001908,001908,4649,25531,1028,22191,3668
8223 NW 52 STREET,NA,NA,NA,NA,NA,NA,NA,NA
600 SOUTHWEST 6TH STREET,120010002002031,12001000200,000200,6671,7174,282,11678,6534
CORNER OF 28TH AVE AND 11TH TERRACE NE,NA,NA,NA,NA,NA,NA,NA,NA
2021 NW 22ND ST,120010011003010,12001001100,001100,7143,40000,1752,39743,5676
2204 NW 2ND AVE,120010010004032,12001001000,001000,5596,16646,783,37463,5223
101 NW 28 TERRACE,120010010002002,12001001000,001000,5596,16646,783,37463,5223
400 NORTHEAST 16TH AVENUE,120010004003006,12001000400,000400,6655,23015,1246,18756,4711
220 SE 21ST ST,120010006003056,12001000600,000600,5195,20582,987,13268,3835
1852 NORTHWEST 34TH PLACE,120010012031023,12001001203,001203,3542,33315,673,28551,2975
4013 SOUTHWEST 28TH TERRACE,120010015171000,12001001517,001517,4969,17613,455,15437,4546
2515 SW 35TH PL,120010015161001,12001001516,001516,2134,14117,217,14493,1988
2918-2924 NORTHEAST 10TH STREET,120010004004010,12001000400,000400,6655,23015,1246,18756,4711
NW 18TH TERRACE,NA,NA,NA,NA,NA,NA,NA,NA
301-399 NE 12TH ST,NA,NA,NA,NA,NA,NA,NA,NA
1030 NE 12TH AVE,120010005002014,12001000500,000500,5171,24516,872,30253,4560
2800-3622 SOUTHWEST 25TH TERRACE,120010015171015,12001001517,001517,4969,17613,455,15437,4546
1001 NORTHWEST 40 DRIVE,120010017021032,12001001702,001702,5622,38289,1352,40794,4560
310 NW 7TH AVE,120010002001001,12001000200,000200,6671,7174,282,11678,6534
GAINESVILLE,NA,NA,NA,NA,NA,NA,NA,NA
SW 23RD TERRACE,NA,NA,NA,NA,NA,NA,NA,NA
3800–3898 NW 8TH AVE,120010017021024,12001001702,001702,5622,38289,1352,40794,4560
600-634 SE 7TH AVE,120010002001003,12001000200,000200,6671,7174,282,11678,6534
SOUTHEAST 3RD TERRACE,NA,NA,NA,NA,NA,NA,NA,NA
600 NW 36TH ST,120010016031007,12001001603,001603,1467,17042,213,24036,1311
427 NW 3RD AVE,120010002001023,12001000200,000200,6671,7174,282,11678,6534
3401 WEST UNIVERSITY AVENUE,120010016043000,12001001604,001604,8129,18544,918,20622,7700
2139 NW 30 PL,120010011003003,12001001100,001100,7143,40000,1752,39743,5676
3836 NORTHWEST 25TH TERRACE,120010012022008,12001001202,001202,7309,33838,1572,39611,6253
4115 NW 43RD TER,120010018113028,12001001811,001811,6890,38813,1697,46540,5761
1003 SOUTHEAST 4TH AVENUE,120010007001017,12001000700,000700,6395,19240,1305,19984,5284
2291 W UNIVERSITY AVE,120010010004047,12001001000,001000,5596,16646,783,37463,5223
3152–3198 OLD ARCHER RD,120010015151013,12001001515,001515,5207,16140,378,14940,4993
NE 10TH PL & NE 7TH ST,NA,NA,NA,NA,NA,NA,NA,NA
2431 NW 41ST ST,120010017021020,12001001702,001702,5622,38289,1352,40794,4560
857-899 NE 23RD AVE,120010004003002,12001000400,000400,6655,23015,1246,18756,4711
533 NW 6TH PLACE,120010002001006,12001000200,000200,6671,7174,282,11678,6534
3528-3546 WINDMEADOWS BLVD,120010015213000,12001001521,001521,4229,17670,527,16308,3882
1018 NORTHWEST 42ND DRIVE,120010017021031,12001001702,001702,5622,38289,1352,40794,4560
2100 BLOCK NW 7TH TERRACE,120010003011013,12001000301,000301,4355,20845,615,19201,3871
1115 SOUTHWEST 9TH AVENUE,120010002006019,12001000200,000200,6671,7174,282,11678,6534
222 NE 1ST ST,120010005001018,12001000500,000500,5171,24516,872,30253,4560
4501 NW 28TH TERRACE,120010012021007,12001001202,001202,7309,33838,1572,39611,6253
1344 NE 28TH AVENUE,120010004004021,12001000400,000400,6655,23015,1246,18756,4711
160 SE 3RD ST,120010005001045,12001000500,000500,5171,24516,872,30253,4560
1001-1099 NW 17TH ST,120010010001018,12001001000,001000,5596,16646,783,37463,5223
1126 NW 8TH ST,120010003012039,12001000301,000301,4355,20845,615,19201,3871
527 NE 12TH ST,120010005004002,12001000500,000500,5171,24516,872,30253,4560
